name,popular_times,latitude,longitude,working_hours,city,us_state,rating
Courthouse Square Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 52, 45, 32, 37, 52, 60, 62, 62, 57, 42, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 45, 50, 50, 50, 47, 45, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 52, 72, 87, 92, 82, 65, 52, 55, 55, 35, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 90, 35, 40, 62, 75, 65, 40, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 52, 70, 75, 62, 55, 32, 0, 0, 0, 0, 0, 0, 0, 0]]",32.596832,-82.3344726,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""9AM-5PM""}",Swainsboro,Georgia,4.5
Stanley lodge,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 64, 56, 52, 80, 76, 76, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 40, 72, 80, 60, 32, 28, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 84, 100, 60, 52, 32, 44, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 48, 68, 60, 48, 36, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 64, 52, 32, 32, 28, 36, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.0605775,-82.2436871,,Lyons,Georgia,5
Huddle House,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 74, 87, 80, 77, 64, 45, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 45, 51, 64, 70, 64, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 100, 83, 61, 48, 64, 74, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 45, 51, 64, 83, 77, 58, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 35, 38, 67, 80, 83, 61, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.0814891,-82.1114084,"{""Monday"": ""6AM-11PM"", ""Tuesday"": ""6AM-11PM"", ""Wednesday"": ""6AM-11PM"", ""Thursday"": ""6AM-11PM"", ""Friday"": ""6AM-12AM"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""12AM-11PM""}",Reidsville,Georgia,4.5
Brazell's Creek Golf Course at Jack Hill State Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 78, 53, 42, 53, 53, 53, 64, 57, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 78, 64, 46, 71, 96, 100, 78, 46, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 42, 67, 71, 50, 46, 64, 53, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 57, 53, 46, 60, 71, 64, 42, 21, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.089122,-82.135462,,Reidsville,Georgia,4.4
The Cottages on Main Street,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16, 16, 33, 44, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 50, 38, 22, 27, 33, 22, 27, 22, 33, 55, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 33, 61, 50, 44, 50, 38, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 38, 44, 50, 44, 16, 5, 0, 5, 27, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 50, 55, 61, 38, 55, 38, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 66, 83, 100, 94, 55, 16, 11, 0, 0, 0, 0, 0, 0, 0]]",32.078744,-82.1081351,,Reidsville,Georgia,4.8
Reidsville,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 22, 14, 29, 44, 51, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 40, 44, 40, 29, 14, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 22, 11, 0, 7, 22, 44, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 40, 25, 33, 11, 7, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 25, 25, 33, 25, 33, 29, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 62, 77, 85, 100, 77, 59, 37, 0, 0, 0, 0, 0, 0, 0]]",32.0868611,-82.1178978,,Reidsville,Georgia,
Tattnall County Archives,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 33, 33, 33, 41, 41, 58, 33, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 83, 100, 66, 33, 33, 33, 50, 41, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 58, 41, 25, 25, 41, 25, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16, 16, 25, 58, 75, 58, 25, 16, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 58, 33, 33, 50, 50, 50, 91, 91, 0, 0, 0, 0, 0, 0]]",32.0874311,-82.1187607,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""12AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Reidsville,Georgia,5
Enmarket,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 26, 40, 66, 53, 26, 6, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 60, 73, 60, 66, 53, 40, 13, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 53, 33, 40, 33, 40, 20, 20, 33, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 46, 20, 6, 6, 20, 40, 40, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 26, 46, 46, 40, 60, 66, 46, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 80, 100, 80, 100, 73, 33, 6, 0, 0, 0, 0, 0, 0, 0]]",32.0858894,-82.1182488,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Reidsville,Georgia,3.9
Reidsville Recreation Department,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 38, 50, 44, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 77, 55, 44, 44, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 72, 38, 33, 44, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 27, 16, 27, 33, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.0818703,-82.1033004,,Reidsville,Georgia,4.1
Brief Escape Coffee House & Diner,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 50, 61, 61, 22, 5, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 33, 72, 44, 27, 11, 27, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 38, 33, 16, 5, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 16, 33, 55, 55, 61, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 61, 77, 72, 38, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 100, 72, 27, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.0846114,-82.1158189,"{""Monday"": ""6-9PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""6-9PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Reidsville,Georgia,4.9
Jack Hill State Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 41, 58, 58, 41, 25, 8, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 33, 58, 58, 41, 50, 100, 41, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 50, 58, 58, 66, 75, 91, 91, 75, 50, 33, 16, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 58, 66, 75, 75, 66, 50, 41, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 75, 66, 50, 50, 58, 41, 33, 83, 0, 0, 0, 0, 0, 0]]",32.0844193,-82.1255279,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",Reidsville,Georgia,4.6
Reidsville Family Land,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 48, 62, 70, 62, 74, 88, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 59, 66, 77, 74, 77, 88, 66, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 62, 77, 81, 74, 59, 40, 77, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 66, 37, 40, 59, 55, 51, 74, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 70, 70, 81, 92, 88, 70, 48, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33, 62, 40, 7, 0, 11, 29, 0, 0, 0, 0, 0, 0, 0]]",32.0800446,-82.1337372,,Reidsville,Georgia,3.7
Royal Waffle King,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 35, 24, 31, 40, 37, 26, 13, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 88, 91, 73, 68, 84, 93, 77, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 100, 80, 66, 77, 86, 80, 64, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 48, 44, 53, 73, 82, 77, 73, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 57, 57, 40, 28, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.582053,-82.318171,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Swainsboro,Georgia,4.2
Swainsboro Raceway,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 48, 37, 33, 40, 85, 70, 74, 40, 29, 29, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 33, 44, 51, 22, 11, 22, 48, 55, 33, 25, 18, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 25, 22, 14, 14, 37, 55, 81, 77, 55, 44, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 7, 11, 25, 40, 62, 88, 100, 77, 59, 40, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 33, 40, 37, 37, 51, 74, 66, 40, 33, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 70, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.6206818,-82.3247942,,Swainsboro,Georgia,4.6
"All the Fixin's - Swainsboro - Café, Pecans & Gifts","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 54, 58, 58, 54, 62, 54, 29, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 33, 37, 54, 45, 45, 41, 41, 33, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 87, 100, 100, 83, 91, 66, 45, 37, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 33, 20, 25, 50, 58, 54, 33, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 83, 87, 79, 79, 41, 29, 16, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.6033565,-82.3391276,"{""Monday"": ""6:30AM-5:30PM"", ""Tuesday"": ""6:30AM-5:30PM"", ""Wednesday"": ""6:30AM-5:30PM"", ""Thursday"": ""6:30AM-5:30PM"", ""Friday"": ""6:30AM-5:30PM"", ""Saturday"": ""8AM-1PM"", ""Sunday"": ""Closed""}",Swainsboro,Georgia,4.7
Georgia Sports Arena,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 38, 55, 55, 66, 55, 61, 66, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 77, 61, 66, 72, 100, 66, 44, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 33, 38, 44, 33, 22, 22, 16, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 27, 16, 33, 66, 100, 83, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 44, 27, 27, 33, 33, 50, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 33, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.5735613,-82.3575165,,Swainsboro,Georgia,5
Okefenokee Swamp Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 38, 66, 57, 57, 42, 33, 33, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 9, 28, 52, 71, 52, 57, 61, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 100, 95, 76, 66, 66, 71, 52, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 38, 28, 28, 42, 61, 57, 42, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 61, 90, 80, 80, 52, 33, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",31.056794,-82.272327,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",Waycross,Georgia,4.6
The boutique,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 46, 59, 69, 78, 71, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 53, 62, 68, 74, 69, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 56, 63, 87, 83, 71, 53, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 66, 72, 89, 77, 60, 45, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45, 65, 95, 95, 100, 59, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.6102131,-82.3417769,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""Open 24 hours""}",Swainsboro,Georgia,
Providence Canyon State Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 53, 33, 33, 66, 40, 53, 40, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 93, 60, 66, 40, 20, 13, 13, 40, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 60, 60, 46, 53, 60, 73, 40, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 13, 6, 26, 53, 66, 100, 93, 40, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 26, 46, 93, 86, 73, 53, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.0689195,-84.9143151,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM"", ""Sunday"": ""7AM-6PM""}",Lumpkin,Georgia,4.8
Splash N Sports,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 66, 80, 80, 60, 33, 13, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 66, 73, 86, 73, 40, 26, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 40, 53, 66, 60, 46, 26, 13, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 60, 93, 80, 46, 33, 26, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 53, 73, 66, 40, 33, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 93, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.6024067,-82.3672986,"{""Monday"": ""12-5PM"", ""Tuesday"": ""12-5PM"", ""Wednesday"": ""12-5PM"", ""Thursday"": ""12-5PM"", ""Friday"": ""12-5PM"", ""Saturday"": ""12-5PM"", ""Sunday"": ""1-5PM""}",Swainsboro,Georgia,4.7
Georgia Industrial Parks,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 42, 28, 33, 48, 35, 37, 40, 15, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 80, 31, 62, 55, 35, 53, 75, 53, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 44, 42, 40, 57, 93, 100, 62, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 46, 42, 62, 77, 57, 46, 55, 44, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 53, 64, 62, 66, 82, 84, 57, 26, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.5972589,-82.3341318,,Swainsboro,Georgia,
The Compound,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 42, 42, 71, 76, 71, 52, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 85, 71, 71, 66, 71, 42, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 95, 100, 71, 42, 33, 38, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 66, 61, 71, 61, 61, 47, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 90, 90, 80, 57, 66, 47, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",32.6267473,-82.3627768,,Swainsboro,Georgia,
