name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
John Heinz National Wildlife Refuge At Tinicum,39.892152,-75.257214,Philadelphia,Pennsylvania,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,27,16,33,66,100,72,61,16,16,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,5,0,0,5,0,0,11,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,16,5,16,33,50,27,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,44,27,5,0,5,11,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,22,27,11,11,11,22,11,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,22,50,50,33,44,16,11,16,33,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,27,11,5,16,33,33,16,5,0,5,11,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(10, 21), (10, 21), (10, 20), (10, 22), (10, 22), (10, 22), (10, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 21, 10, 21, 10, 20, 10, 22, 10, 22, 10, 22, 10, 21]",:10-21:10-21:10-20:10-22:10-22:10-22:10-21,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Grange Estate:555.98km, Philadelphia Zoo:588.49km, Jfk Plaza (Love Park):596.76km, Nitre Hall - Haverford Township Historical Society:618.57km, Washington Square:620.15km",High
Elephant Rock,40.257988,-76.280956,Brickerville,Pennsylvania,5,High,5,0,0,0,0,0,0,0,9,11,23,35,33,21,23,33,42,35,38,19,9,0,0,0,0,0,0,0,0,0,0,0,19,11,21,28,47,50,69,73,69,59,33,19,2,2,0,0,0,0,0,0,0,0,0,0,16,19,35,52,57,35,47,40,59,50,50,50,52,35,0,0,0,0,0,0,0,0,0,0,30,33,30,50,57,47,54,42,54,40,30,35,28,11,0,0,0,0,0,0,0,0,0,0,2,9,23,45,59,73,73,73,71,61,45,35,16,7,0,0,0,0,0,0,0,0,0,0,0,26,30,45,61,83,80,71,54,66,59,57,35,14,0,0,0,0,0,0,0,0,0,0,0,2,9,30,64,92,100,76,50,28,33,26,11,4,0,0,0,[],"[(7, 20), (7, 21), (7, 21), (7, 21), (7, 21), (8, 21), (8, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 20, 7, 21, 7, 21, 7, 21, 7, 21, 8, 21, 8, 21]",:7-20:7-21:7-21:7-21:7-21:8-21:8-21,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,low,low,low,low,low,low,,"Wolf Sanctuary Of Pa:353.88km, Quittapahilla Educational Wetland Preserve:754.04km, Wish You Were Beer Mural By Katie Trainer:877.98km, Dinosaur Rock:1114.74km, Mt. Gretna Trailhead:1123.46km",High
Wish You Were Beer Mural By Katie Trainer,40.339359,-76.426784,Lebanon,Pennsylvania,5,High,5,0,0,0,0,0,0,0,0,3,9,12,25,28,43,56,81,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,100,96,65,37,21,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,53,59,65,40,37,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,46,62,46,21,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,37,34,25,34,40,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,25,25,12,12,21,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,15,18,9,6,9,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(8, 17), (8, 17), (8, 17), (8, 17), (8, 17), (8, 17), (8, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 17, 8, 17, 8, 17, 8, 17, 8, 17, 8, 17, 8, 17]",:8-17:8-17:8-17:8-17:8-17:8-17:8-17,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Quittapahilla Educational Wetland Preserve:156.66km, Mt. Gretna Trailhead:760.20km, Dinosaur Rock:803.98km, Elephant Rock:877.98km, Wolf Sanctuary Of Pa:901.57km",High
Wolf Sanctuary Of Pa,40.217978,-76.331429,Lititz,Pennsylvania,4.6,High,4.6,0,0,0,0,0,0,0,9,19,30,43,52,55,53,47,38,30,21,12,0,0,0,0,0,0,0,0,0,0,0,0,12,22,34,44,50,51,49,45,38,30,20,11,0,0,0,0,0,0,0,0,0,0,0,0,12,21,31,40,48,51,50,45,39,31,22,14,0,0,0,0,0,0,0,0,0,0,0,0,11,21,33,44,53,57,54,49,40,32,23,13,0,0,0,0,0,0,0,0,0,0,0,0,13,24,36,48,57,60,58,53,44,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,10,24,45,69,90,98,99,91,75,53,32,16,0,0,0,0,0,0,0,0,0,0,0,0,7,20,42,70,91,100,97,86,68,47,28,14,0,0,0,0,0,[],"[(7, 19), (7, 19), (7, 19), (7, 19), (7, 19), (7, 19), (7, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 19, 7, 19, 7, 19, 7, 19, 7, 19, 7, 19, 7, 19]",:7-19:7-19:7-19:7-19:7-19:7-19:7-19,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,medium,medium,low,low,low,low,low,low,low,,"Elephant Rock:353.88km, Quittapahilla Educational Wetland Preserve:827.63km, Dinosaur Rock:857.02km, Mt. Gretna Trailhead:881.33km, Wish You Were Beer Mural By Katie Trainer:901.57km",High
Sheeleigh Park,40.158034,-75.210529,Ambler,Pennsylvania,4.5,Medium,4.5,83,83,83,83,83,83,83,83,83,66,66,50,50,50,50,66,66,66,66,66,66,66,66,66,66,66,66,83,50,66,66,83,83,66,66,50,33,50,66,83,33,16,16,16,16,16,16,16,16,16,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,33,33,33,50,83,100,100,83,66,50,50,50,66,66,83,83,100,100,83,83,83,66,83,83,83,83,100,100,100,100,100,100,100,100,100,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (0, 24), (0, 4), (4, 24), (0, 24), (0, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 4, 4, 24, 0, 24, 0, 24, 0, 24]",:24:24:0-4:4-24:24:24:24,5,1,TRUE,high,high,high,high,high,high,high,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,medium,high,high,medium,medium,medium,low,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,medium,high,high,high,high,medium,medium,medium,medium,medium,medium,high,high,high,high,high,high,high,medium,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,,"West Side Park:94.88km, The Highlands Mansion And Gardens:181.98km, Legoland Discovery Center Philadelphia:439.39km, Morris Arboretum & Gardens Of The University Of Pennsylvania:448.64km, Briar Bush Nature Center:459.72km",Medium
Gring'S Mill Recreation Area,40.361563,-75.969142,Reading,Pennsylvania,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,15,18,23,32,35,32,30,24,18,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,19,23,26,27,29,30,30,33,35,42,38,27,16,0,0,0,0,0,0,0,0,0,0,0,12,20,30,37,41,41,40,47,52,58,58,50,40,0,0,0,0,0,0,0,0,0,0,0,39,49,49,48,48,50,58,64,64,57,38,29,22,0,0,0,0,0,0,0,0,0,0,0,21,33,37,41,44,53,63,74,89,100,97,92,76,57,33,0,0,0,0,0,0,0,0,0,13,27,41,52,58,65,80,87,89,77,64,49,34,22,9,0,0,0,0,0,0,0,0,0,12,25,45,62,79,80,78,64,46,30,16,11,8,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(10, 22), (10, 23), (10, 23), (10, 23), (10, 24), (0, 24), (0, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 22, 10, 23, 10, 23, 10, 23, 10, 24, 0, 24, 0, 23]",:10-22:10-23:10-23:10-23:10-24:24:0-23,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,medium,medium,low,low,low,low,low,,"Nicholas Stoltzfus Homestead:71.16km, Der Distelfink Statue:75.86km, Kelly'S Lock Overlook:103.97km, The Peace Rock:330.60km, William Penn Memorial Fire Tower:337.18km",High
Reading Railroad Heritage Museum,40.546985,-75.981276,Hamburg,Pennsylvania,4.6,High,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,27,27,27,18,0,9,18,45,72,100,90,54,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,45,36,18,9,27,54,36,18,18,27,36,36,36,36,27,18,18,9,0,0,0,0,0,27,27,18,9,0,27,81,90,45,18,18,18,18,18,9,9,0,0,0,0,0,0,0,9,0,27,27,36,36,36,36,27,27,27,36,0,27,9,9,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (None, None), (7, 23), (None, None), (8, 24), (0, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 7, 23, 0, 0, 8, 24, 0, 24, 0, 24]",:::7-23::8-24:24:24,2,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Kernsville Dam Recreational Area:119.88km, Pinnacle Trail Head, At Access:299.79km, Pulpit Rock:398.53km, Dreibelbis Station Covered Bridge:494.06km, The Pinnacle:541.49km",High
Der Distelfink Statue,40.369354,-75.980961,Reading,Pennsylvania,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,28,38,38,28,14,9,4,0,0,14,4,0,0,0,0,0,0,4,9,14,14,19,19,14,14,9,9,9,14,19,23,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,23,28,28,28,23,19,19,23,38,47,47,28,9,0,0,0,0,0,0,4,19,47,76,100,95,71,38,14,4,0,0,0,0,0,0,0,[],"[(None, None), (None, None), (16, 24), (0, 24), (0, 4), (9, 24), (0, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 16, 24, 0, 24, 0, 4, 9, 24, 0, 17]",:::16-24:24:0-4:9-24:0-17,3,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,low,low,low,low,low,low,low,low,low,low,,"Gring'S Mill Recreation Area:75.86km, Kelly'S Lock Overlook:129.62km, Nicholas Stoltzfus Homestead:146.26km, The Peace Rock:403.11km, William Penn Memorial Fire Tower:407.02km",Medium
Pulpit Rock,40.596726,-75.93134,Kempton,Pennsylvania,4.9,High,4.9,0,0,0,9,18,9,0,0,0,0,0,0,0,0,0,0,0,0,27,45,90,45,27,27,54,45,45,18,9,0,0,9,9,18,27,27,36,63,45,27,36,27,18,27,18,27,63,72,100,100,54,45,9,36,72,72,54,54,54,36,27,45,63,27,18,9,18,9,9,18,36,27,18,18,18,0,45,45,9,0,9,18,36,18,9,9,18,9,9,27,9,9,0,18,27,9,0,9,18,54,36,18,0,9,27,54,63,45,45,72,36,27,18,9,0,0,0,0,0,0,0,18,36,81,0,0,27,45,63,27,9,0,0,18,18,9,0,0,0,0,9,27,36,18,9,0,0,0,0,0,9,27,45,45,54,45,18,9,27,9,0,0,0,9,0,9,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(3, 24), (0, 24), (0, 24), (0, 24), (1, 18), (1, 24), (0, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 24, 0, 24, 0, 24, 0, 24, 1, 18, 1, 24, 0, 22]",:3-24:24:24:24:1-18:1-24:0-22,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,high,high,medium,medium,medium,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,medium,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,high,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,,"Pinnacle Trail Head, At Access:99.82km, The Pinnacle:143.29km, Hawk Mountain Amphitheater:357.39km, Hawk Mountain Sanctuary:357.87km, Dreibelbis Station Covered Bridge:366.00km",High
Kelly'S Lock Overlook,40.373742,-75.954885,Reading,Pennsylvania,4.6,High,4.6,0,0,0,0,0,14,53,74,48,30,33,29,23,26,36,45,50,50,45,36,26,16,8,2,0,0,0,0,2,11,52,99,67,29,24,27,29,31,36,43,53,58,54,40,24,11,3,0,0,0,0,0,0,11,60,98,59,28,34,32,27,31,38,43,46,45,40,34,26,18,11,6,2,0,0,0,5,25,72,100,67,30,20,22,26,32,41,51,57,57,48,35,21,11,5,1,0,0,0,1,1,15,46,71,62,35,21,22,29,36,42,46,48,47,43,38,31,23,16,11,6,2,0,0,0,4,12,20,28,32,31,27,23,23,26,31,35,35,30,22,14,9,12,17,9,0,0,0,0,4,11,22,33,40,39,33,25,20,21,26,31,31,27,20,12,5,1,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(5, 24), (4, 23), (5, 24), (0, 24), (3, 24), (0, 24), (0, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 24, 4, 23, 5, 24, 0, 24, 3, 24, 0, 24, 0, 23]",:5-24:4-23:5-24:24:3-24:24:0-23,5,1,TRUE,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Gring'S Mill Recreation Area:103.97km, Der Distelfink Statue:129.62km, Nicholas Stoltzfus Homestead:136.56km, William Penn Memorial Fire Tower:305.77km, Mount Penn Gravity Railroad:306.64km",High
